claim_id,customer_age,customer_gender,customer_income,policy_type,policy_tenure,premium_amount,claim_amount,vehicle_age,vehicle_type,accident_type,accident_severity,claim_delay_days,police_report,witness_available,repair_estimate,number_of_injuries,hospital_expense,previous_claims,previous_fraud_flags,claim_history,location_risk_score,policy_risk_score,fraud_flag,claim_to_premium_ratio,claim_frequency,high_claim_indicator,claim_delay_category,customer_claim_risk,total_financial_exposure,discrepancy_repair_ratio,unwitnessed_severe_accident,location_severity_index,young_driver_luxury_claim
CLM-2024-10071,24,Female,47648.12,Comprehensive,3.6,1902.16,24464.27,7,Sedan,Multi-Vehicle,Major,0,Yes,No,17551.89,1,7125.56,0,0,Clean,0.338,0.43,0,12.8613,0.0,0,Immediate,0.0,49141.72,0.3936,0,1.183,0
CLM-2024-24032,37,Female,71557.63,Comprehensive,0.9,1897.03,2601.65,10,Luxury,Multi-Vehicle,Minor,1,No,No,2748.7,0,0.0,0,0,Clean,0.667,0.352,0,1.3714,0.0,0,Immediate,0.0,5350.35,0.0533,0,0.667,0
CLM-2024-13803,38,Female,108468.41,Comprehensive,3.4,1964.18,6727.61,7,Sedan,Multi-Vehicle,Moderate,8,Yes,Yes,6212.12,0,0.0,2,0,Standard,0.722,0.543,0,3.4251,0.5882,0,Standard,3.0,12939.73,0.0828,0,1.444,0
CLM-2024-10548,27,Male,32266.2,Comprehensive,2.6,1841.18,2797.14,9,Sedan,Single-Vehicle,Minor,6,No,Yes,2748.51,0,0.0,0,0,Clean,0.597,0.517,0,1.5192,0.0,0,Standard,0.0,5545.65,0.0176,0,0.597,0
CLM-2024-27087,54,Female,182177.79,Comprehensive,0.2,1974.52,39245.07,6,Luxury,Multi-Vehicle,Moderate,3,Yes,Yes,15019.26,3,24156.79,0,0,Clean,0.54,0.444,0,19.8758,0.0,1,Standard,0.0,78421.12,1.6119,0,1.08,0
CLM-2024-15760,18,Male,57880.11,Third-Party,2.2,1307.52,6637.97,4,Sedan,Single-Vehicle,Minor,8,Yes,No,6680.39,0,0.0,2,0,Standard,0.282,0.331,0,5.0768,0.9091,1,Standard,3.0,13318.36,0.0063,0,0.282,0
CLM-2024-27338,51,Male,95429.52,Comprehensive,1.3,2281.11,3001.51,6,SUV,Single-Vehicle,Minor,3,Yes,No,3033.66,0,0.0,0,0,Clean,0.283,0.523,0,1.3158,0.0,0,Standard,0.0,6035.17,0.0106,0,0.283,0
CLM-2024-22305,43,Female,30495.46,Third-Party,5.7,425.57,14806.28,2,Truck,Multi-Vehicle,Minor,10,Yes,Yes,10071.49,0,0.0,1,0,Standard,0.827,0.329,1,34.7916,0.1754,1,Standard,1.5,24877.77,0.4697,0,0.827,0
CLM-2024-22418,62,Other,32346.54,Collision,2.4,1661.58,40855.84,5,SUV,Theft,Major,3,Yes,Yes,16717.21,3,23949.69,0,0,Clean,0.288,0.685,0,24.5885,0.0,1,Standard,0.0,81522.74,1.4431,0,1.008,0
CLM-2024-10559,24,Female,52487.59,Comprehensive,0.4,1780.84,52358.0,4,Truck,Vandalism,Total Loss,6,Yes,Yes,41191.63,3,11014.3,0,0,Clean,0.496,0.352,0,29.4007,0.0,1,Standard,0.0,104563.93,0.271,0,2.48,0
CLM-2024-16791,52,Male,33945.48,Comprehensive,1.0,1951.63,17822.88,7,Sedan,Multi-Vehicle,Moderate,7,No,No,3368.15,4,14471.52,0,0,Clean,0.717,0.369,0,9.1323,0.0,1,Standard,0.0,35662.55,4.2789,0,1.434,0
CLM-2024-18558,54,Female,43411.09,Collision,3.3,1152.19,29580.32,4,Luxury,Animal Collision,Moderate,3,Yes,Yes,29671.73,0,0.0,0,0,Clean,0.619,0.49,0,25.6731,0.0,1,Standard,0.0,59252.05,0.0031,0,1.238,0
CLM-2024-29638,29,Male,61307.58,Comprehensive,1.0,1805.18,11628.49,4,Sedan,Animal Collision,Moderate,2,Yes,Yes,11752.48,0,0.0,2,0,Standard,0.253,0.561,0,6.4417,2.0,1,Immediate,3.0,23380.97,0.0105,0,0.506,0
CLM-2024-14732,37,Male,54697.44,Collision,5.7,1220.67,37712.32,5,SUV,Theft,Major,0,Yes,Yes,25020.07,2,12886.31,2,0,Standard,0.164,0.27,0,30.8948,0.3509,1,Immediate,3.0,75618.7,0.5071,0,0.574,0
CLM-2024-22338,39,Male,52984.37,Comprehensive,1.9,1994.03,8410.68,6,SUV,Single-Vehicle,Minor,0,Yes,Yes,8464.41,0,0.0,0,0,Clean,0.529,0.705,0,4.2179,0.0,1,Immediate,0.0,16875.09,0.0063,0,0.529,0
CLM-2024-10171,32,Male,83410.09,Comprehensive,4.2,1640.42,34673.63,6,Sedan,Multi-Vehicle,Major,0,Yes,No,34453.88,0,0.0,0,0,Clean,0.581,0.261,0,21.137,0.0,1,Immediate,0.0,69127.51,0.0064,0,2.0335,0
CLM-2024-12231,48,Male,34049.19,Comprehensive,1.7,1707.67,24952.91,7,SUV,Multi-Vehicle,Moderate,7,No,Yes,15506.87,2,9401.72,0,0,Clean,0.331,0.61,0,14.6123,0.0,1,Standard,0.0,49861.5,0.6088,0,0.662,0
CLM-2024-13644,32,Male,28381.24,Comprehensive,7.1,1320.25,25490.95,4,Truck,Multi-Vehicle,Major,4,Yes,Yes,25435.35,0,0.0,1,0,Standard,0.338,0.342,0,19.3077,0.1408,0,Standard,1.5,50926.3,0.0022,0,1.183,0
CLM-2024-12422,38,Female,39727.33,Comprehensive,4.5,1779.49,4299.14,12,Sedan,Multi-Vehicle,Minor,6,Yes,No,4288.09,0,0.0,0,0,Clean,0.179,0.05,0,2.4159,0.0,1,Standard,0.0,8587.23,0.0026,0,0.179,0
CLM-2024-23903,52,Female,48054.55,Third-Party,0.6,380.0,4987.24,5,SUV,Vandalism,Minor,1,No,No,5016.3,0,0.0,1,0,Standard,0.412,0.462,0,13.1243,1.6667,1,Immediate,1.5,10003.54,0.0058,0,0.412,0
CLM-2024-16346,58,Female,36670.89,Comprehensive,3.4,2231.12,5619.92,6,SUV,Single-Vehicle,Minor,33,No,No,5731.69,0,0.0,2,0,Standard,0.391,0.209,0,2.5189,0.5882,1,Critical,3.0,11351.61,0.0195,0,0.391,0
CLM-2024-23317,44,Male,74957.72,Comprehensive,1.4,1887.93,15814.61,6,SUV,Single-Vehicle,Moderate,8,Yes,No,15868.91,0,0.0,2,0,Standard,0.426,0.303,0,8.3767,1.4286,1,Standard,3.0,31683.52,0.0034,0,0.852,0
CLM-2024-29420,18,Male,56853.23,Comprehensive,3.8,1804.05,3727.62,3,Luxury,Single-Vehicle,Minor,5,Yes,No,3912.07,0,0.0,1,0,Standard,0.528,0.183,0,2.0663,0.2632,1,Standard,1.5,7639.69,0.047,0,0.528,1
CLM-2024-10482,62,Male,79307.42,Comprehensive,4.3,1871.8,2935.7,7,SUV,Multi-Vehicle,Minor,36,Yes,Yes,2896.16,0,0.0,4,0,Frequent,0.4,0.547,0,1.5684,0.9302,0,Critical,6.0,5831.86,0.0136,0,0.4,0
CLM-2024-13429,68,Male,95553.08,Third-Party,5.3,686.13,2918.75,7,Sedan,Theft,Minor,7,Yes,No,2597.99,0,0.0,1,0,Standard,0.799,0.639,0,4.2539,0.1887,0,Standard,1.5,5516.74,0.123,0,0.799,0
CLM-2024-27614,19,Female,59369.98,Comprehensive,1.0,1181.06,8777.91,5,Sedan,Multi-Vehicle,Moderate,2,No,No,8933.81,0,0.0,0,0,Clean,0.429,0.603,0,7.4322,0.0,0,Immediate,0.0,17711.72,0.0174,0,0.858,0
CLM-2024-11501,34,Female,44521.52,Comprehensive,8.0,1920.76,4930.01,7,Sedan,Single-Vehicle,Minor,3,No,Yes,5010.39,0,0.0,1,0,Standard,0.499,0.729,0,2.5667,0.125,1,Standard,1.5,9940.4,0.016,0,0.499,0
CLM-2024-17523,48,Female,30933.44,Comprehensive,6.1,1637.08,33085.78,2,SUV,Multi-Vehicle,Major,3,Yes,Yes,32937.18,0,0.0,0,0,Clean,0.582,0.611,0,20.2102,0.0,1,Standard,0.0,66022.96,0.0045,0,2.037,0
CLM-2024-27427,58,Female,55342.1,Third-Party,7.8,380.0,4067.87,5,SUV,Single-Vehicle,Moderate,6,No,No,4303.05,0,0.0,0,0,Clean,0.323,0.184,0,10.7049,0.0,0,Standard,0.0,8370.92,0.0545,0,0.646,0
CLM-2024-16571,32,Male,23926.5,Comprehensive,10.5,1426.7,48565.34,6,Sports,Multi-Vehicle,Major,4,Yes,No,40834.69,1,7557.56,2,0,Standard,0.605,0.258,0,34.0403,0.1905,1,Standard,3.0,96957.59,0.1893,0,2.1175,0
CLM-2024-11086,36,Female,48103.45,Comprehensive,2.2,2096.16,94284.35,5,Luxury,Multi-Vehicle,Major,45,Yes,No,44162.24,4,16933.81,1,0,Standard,0.524,0.713,1,44.9796,0.4545,1,Critical,1.5,155380.4,1.1347,0,1.834,0
CLM-2024-20623,57,Female,,Third-Party,2.0,576.71,12552.62,6,SUV,Multi-Vehicle,Moderate,4,Yes,No,12343.14,0,0.0,1,0,Standard,0.595,0.688,0,21.7659,0.5,1,Standard,1.5,24895.76,0.017,0,1.19,0
CLM-2024-21601,43,Female,42190.09,Comprehensive,0.5,2144.8,4571.37,8,Truck,Animal Collision,Minor,1,No,Yes,4555.09,0,0.0,1,0,Standard,0.422,0.506,0,2.1314,2.0,1,Immediate,1.5,9126.46,0.0036,0,0.422,0
CLM-2024-24074,46,Female,52875.16,Comprehensive,3.7,1502.84,48280.68,8,Truck,Multi-Vehicle,Major,1,Yes,No,48234.43,0,0.0,0,0,Clean,0.191,0.287,0,32.1263,0.0,1,Immediate,0.0,96515.11,0.001,0,0.6685,0
CLM-2024-18303,49,Male,55008.14,Comprehensive,10.1,1414.09,34531.08,4,Truck,Theft,Major,0,Yes,Yes,27277.55,1,7242.19,1,0,Standard,0.436,0.52,0,24.4193,0.099,1,Immediate,1.5,69050.82,0.2658,0,1.526,0
CLM-2024-10914,33,Male,,Collision,6.4,881.7,30947.42,9,Sedan,Vandalism,Major,8,Yes,No,10593.68,4,20398.38,0,0,Clean,0.679,0.353,0,35.0997,0.0,1,Standard,0.0,61939.48,1.9195,0,2.3765,0
CLM-2024-28320,40,Female,76528.9,Comprehensive,2.2,1843.97,117202.18,9,SUV,Single-Vehicle,Total Loss,5,No,Yes,38041.96,4,23428.5,3,0,Frequent,0.803,0.648,1,63.5597,1.3636,1,Standard,4.5,178672.64,2.0803,0,4.015,0
CLM-2024-18924,46,Female,84204.04,Collision,1.4,1224.11,9141.73,5,Truck,Multi-Vehicle,Moderate,1,Yes,No,8936.48,0,0.0,0,0,Clean,0.807,0.385,0,7.4681,0.0,0,Immediate,0.0,18078.21,0.0229,0,1.614,0
CLM-2024-29548,72,Female,57110.46,Comprehensive,1.1,1885.66,7569.67,8,Sedan,Vandalism,Moderate,6,Yes,No,7623.64,0,0.0,0,0,Clean,0.418,0.503,0,4.0143,0.0,0,Standard,0.0,15193.31,0.0071,0,0.836,0
CLM-2024-25715,42,Female,39897.86,Comprehensive,6.6,1678.33,22676.75,2,SUV,Multi-Vehicle,Total Loss,6,Yes,Yes,22439.38,0,0.0,2,0,Standard,0.324,0.344,0,13.5115,0.303,0,Standard,3.0,45116.13,0.0106,0,1.62,0
CLM-2024-11554,36,Male,36267.59,Collision,6.6,1517.45,6780.26,5,Sedan,Multi-Vehicle,Minor,7,Yes,Yes,6857.01,0,0.0,0,0,Clean,0.577,0.105,0,4.4682,0.0,1,Standard,0.0,13637.27,0.0112,0,0.577,0
CLM-2024-24774,27,Female,40543.73,Collision,8.4,965.03,6218.8,9,SUV,Multi-Vehicle,Moderate,0,No,Yes,5919.19,0,0.0,0,0,Clean,0.547,0.376,0,6.4442,0.0,0,Immediate,0.0,12137.99,0.0505,0,1.094,0
CLM-2024-10013,42,Female,95994.97,Comprehensive,5.7,1700.98,17596.26,7,Sedan,Single-Vehicle,Major,0,Yes,No,17658.6,0,0.0,0,0,Clean,0.622,0.313,0,10.3448,0.0,0,Immediate,0.0,35254.86,0.0035,0,2.177,0
CLM-2024-19288,27,Male,87080.14,Third-Party,0.5,612.92,4651.23,4,Truck,Single-Vehicle,Minor,0,No,Yes,4698.89,0,0.0,0,0,Clean,0.317,0.362,0,7.5886,0.0,1,Immediate,0.0,9350.12,0.0101,0,0.317,0
CLM-2024-14616,65,Other,45692.16,Comprehensive,10.6,1280.91,1792.1,4,SUV,Vandalism,Minor,6,Yes,No,1872.7,0,0.0,0,0,Clean,0.514,0.527,0,1.3991,0.0,0,Standard,0.0,3664.8,0.0428,0,0.514,0
CLM-2024-15394,30,Male,37347.51,Third-Party,19.5,827.55,29867.52,5,SUV,Vandalism,Major,0,Yes,No,29952.07,0,0.0,1,0,Standard,0.657,0.343,0,36.0915,0.0513,1,Immediate,1.5,59819.59,0.0028,0,2.2995,0
CLM-2024-24615,50,Female,35287.49,Collision,28.0,683.71,3425.03,5,Sedan,Multi-Vehicle,Moderate,9,No,Yes,3409.72,0,0.0,0,0,Clean,0.334,0.377,0,5.0095,0.0,0,Standard,0.0,6834.75,0.0045,0,0.668,0
CLM-2024-13833,39,Male,87041.66,Collision,8.5,1095.55,96977.34,2,Sedan,Single-Vehicle,Major,28,Yes,No,38099.18,4,11415.49,2,0,Standard,0.422,0.327,1,88.5193,0.2353,1,Delayed,3.0,146492.01,1.545,0,1.477,0
CLM-2024-14009,30,Female,75760.42,Collision,8.4,475.49,27854.08,3,Truck,Single-Vehicle,Major,5,Yes,Yes,15353.8,2,12433.13,2,0,Standard,0.496,0.376,0,58.5797,0.2381,1,Standard,3.0,55641.01,0.8136,0,1.736,0
CLM-2024-21643,30,Male,33807.51,Comprehensive,3.7,2001.76,3516.96,3,Sedan,Multi-Vehicle,Minor,6,Yes,No,3444.73,0,0.0,1,0,Standard,0.627,0.543,0,1.7569,0.2703,1,Standard,1.5,6961.69,0.0209,0,0.627,0
CLM-2024-24711,44,Female,48116.84,Comprehensive,0.8,2007.0,5506.78,4,Sedan,Multi-Vehicle,Minor,17,No,No,5480.16,0,0.0,1,1,Suspicious,0.257,0.23,0,2.7438,1.25,1,Delayed,5.5,10986.94,0.0048,0,0.257,0
CLM-2024-20005,53,Male,35089.89,Collision,1.0,1320.25,130772.34,5,Luxury,Animal Collision,Total Loss,31,Yes,No,58000.0,3,4663.61,2,0,Standard,0.058,0.653,1,99.0512,2.0,1,Critical,3.0,193435.95,1.2545,0,0.29,0
CLM-2024-15180,32,Female,35612.14,Comprehensive,4.9,1928.17,1769.24,2,SUV,Theft,Minor,7,No,No,1765.77,0,0.0,0,0,Clean,0.496,0.212,0,0.9176,0.0,0,Standard,0.0,3535.01,0.002,0,0.496,0
CLM-2024-23162,50,Male,139374.18,Comprehensive,1.6,1611.17,23978.94,8,SUV,Multi-Vehicle,Moderate,0,No,Yes,23615.16,0,0.0,0,0,Clean,0.143,0.501,0,14.8829,0.0,1,Immediate,0.0,47594.1,0.0154,0,0.286,0
CLM-2024-13124,49,Female,57776.69,Third-Party,1.4,1146.42,7131.53,6,Sports,Multi-Vehicle,Minor,3,No,No,7071.39,0,0.0,1,0,Standard,0.167,0.063,0,6.2207,0.7143,1,Standard,1.5,14202.92,0.0085,0,0.167,0
CLM-2024-18289,32,Male,38342.83,Comprehensive,6.1,1593.17,11755.34,5,SUV,Single-Vehicle,Moderate,16,Yes,No,11624.42,0,0.0,3,0,Frequent,0.466,0.653,0,7.3786,0.4918,1,Delayed,4.5,23379.76,0.0113,0,0.932,0
CLM-2024-20954,57,Male,92593.78,Comprehensive,0.2,1791.68,3842.89,4,Sedan,Single-Vehicle,Moderate,0,No,No,3884.55,0,0.0,2,0,Standard,0.139,0.405,0,2.1449,10.0,0,Immediate,3.0,7727.44,0.0107,0,0.278,0
CLM-2024-12255,56,Male,36528.94,Comprehensive,5.5,1805.33,13440.98,6,SUV,Theft,Minor,0,Yes,No,2185.67,2,11069.26,1,0,Standard,0.391,0.684,0,7.4452,0.1818,1,Immediate,1.5,26695.91,5.1261,0,0.391,0
CLM-2024-24753,35,Female,53586.75,Collision,2.2,1424.81,6506.45,2,SUV,Multi-Vehicle,Moderate,4,Yes,No,6562.27,0,0.0,0,0,Clean,0.664,0.519,0,4.5665,0.0,0,Standard,0.0,13068.72,0.0085,0,1.328,0
CLM-2024-17268,50,Female,40528.72,Comprehensive,3.9,1937.15,18776.18,9,SUV,Multi-Vehicle,Moderate,2,Yes,No,18605.26,0,0.0,0,0,Clean,0.403,0.853,0,9.6927,0.0,1,Immediate,0.0,37381.44,0.0092,0,0.806,0
CLM-2024-21225,72,Female,22957.8,Comprehensive,0.7,1712.14,53814.85,3,Sedan,Multi-Vehicle,Major,1,Yes,No,42803.02,2,10900.92,3,0,Frequent,0.61,0.317,0,31.4313,4.2857,1,Immediate,4.5,107518.79,0.2572,0,2.135,0
CLM-2024-19554,35,Female,51768.27,Third-Party,3.7,911.25,8276.15,7,Sedan,Theft,Moderate,2,Yes,Yes,8424.54,0,0.0,1,0,Standard,0.629,0.702,0,9.0822,0.2703,0,Immediate,1.5,16700.69,0.0176,0,1.258,0
CLM-2024-18062,28,Female,40882.83,Third-Party,27.3,484.71,58639.54,4,SUV,Vandalism,Major,1,Yes,Yes,31862.16,0,0.0,1,0,Standard,0.754,0.866,1,120.9786,0.0366,1,Immediate,1.5,90501.7,0.8401,0,2.639,0
CLM-2024-19111,49,Male,39098.09,Collision,10.7,1158.64,3219.96,2,Truck,Single-Vehicle,Minor,8,Yes,Yes,2963.25,0,0.0,0,0,Clean,0.542,0.148,0,2.7791,0.0,0,Standard,0.0,6183.21,0.0863,0,0.542,0
CLM-2024-19314,38,Male,,Third-Party,8.9,596.21,20650.63,5,Luxury,Multi-Vehicle,Moderate,5,No,No,13439.04,4,7366.01,2,0,Standard,0.528,0.196,0,34.6365,0.2247,1,Standard,3.0,41455.68,0.5362,0,1.056,0
CLM-2024-16686,18,Male,,Comprehensive,0.2,1537.19,8117.11,5,Sedan,Theft,Moderate,5,Yes,Yes,8299.29,0,0.0,1,0,Standard,0.275,0.259,0,5.2805,5.0,0,Standard,1.5,16416.4,0.0219,0,0.55,0
CLM-2024-28743,41,Male,142724.42,Collision,7.7,771.29,10618.1,8,SUV,Multi-Vehicle,Major,3,Yes,No,10580.46,0,0.0,1,0,Standard,0.487,0.131,0,13.7667,0.1299,0,Standard,1.5,21198.56,0.0036,0,1.7045,0
CLM-2024-23689,55,Female,39981.68,Collision,0.4,910.48,11102.49,7,Sedan,Animal Collision,Moderate,3,Yes,No,11144.83,0,0.0,0,0,Clean,0.751,0.721,0,12.1941,0.0,1,Standard,0.0,22247.32,0.0038,0,1.502,0
CLM-2024-23550,38,Female,82590.52,Comprehensive,6.6,1273.29,57910.88,9,Sedan,Multi-Vehicle,Major,6,Yes,No,58000.0,0,0.0,2,0,Standard,0.576,0.332,0,45.4813,0.303,1,Standard,3.0,115910.88,0.0015,0,2.016,0
CLM-2024-16196,40,Other,78799.44,Comprehensive,1.7,2238.71,14424.28,4,Luxury,Single-Vehicle,Minor,7,No,,14298.09,0,0.0,0,0,Clean,0.417,0.513,0,6.4431,0.0,1,Standard,0.0,28722.37,0.0088,0,0.417,0
CLM-2024-21520,59,Male,49839.89,Collision,11.7,586.08,7508.94,4,Sedan,Vandalism,Moderate,14,Yes,Yes,4681.47,0,0.0,1,0,Standard,0.325,0.757,1,12.8121,0.0855,0,Delayed,1.5,12190.41,0.6027,0,0.65,0
CLM-2024-28051,45,Female,54146.68,Collision,18.7,1253.11,13152.8,12,Sedan,Single-Vehicle,Moderate,5,Yes,No,13327.16,0,0.0,1,0,Standard,0.359,0.074,0,10.4961,0.0535,1,Standard,1.5,26479.96,0.0131,0,0.718,0
CLM-2024-25844,67,Male,57329.74,Comprehensive,0.2,1627.72,7037.39,5,SUV,Single-Vehicle,Minor,2,No,No,6835.04,0,0.0,1,0,Standard,0.389,0.265,0,4.3235,5.0,1,Immediate,1.5,13872.43,0.0296,0,0.389,0
CLM-2024-24228,60,Male,96283.34,Comprehensive,0.9,2025.02,70845.21,7,Luxury,Multi-Vehicle,Major,0,Yes,Yes,54479.33,3,16436.98,1,0,Standard,0.178,0.637,0,34.9849,1.1111,1,Immediate,1.5,141761.52,0.3004,0,0.623,0
CLM-2024-29994,31,Male,37726.12,Comprehensive,6.9,1512.05,2776.62,10,Sedan,Multi-Vehicle,Minor,5,Yes,Yes,2798.41,0,0.0,0,0,Clean,0.132,0.35,0,1.8363,0.0,0,Standard,0.0,5575.03,0.0078,0,0.132,0
CLM-2024-11395,18,Female,124183.6,Third-Party,0.2,1153.22,38069.22,3,SUV,Multi-Vehicle,Major,2,Yes,No,38075.32,0,0.0,2,0,Standard,0.362,0.198,0,33.0112,10.0,1,Immediate,3.0,76144.54,0.0002,0,1.267,0
CLM-2024-26437,40,Female,48169.9,Comprehensive,4.8,1376.41,5405.65,2,Truck,Multi-Vehicle,Moderate,5,No,No,5195.76,0,0.0,1,0,Standard,0.407,0.054,0,3.9274,0.2083,0,Standard,1.5,10601.41,0.0403,0,0.814,0
CLM-2024-13168,33,Female,54845.1,Collision,6.0,1312.14,3314.53,6,Sedan,Single-Vehicle,Moderate,0,Yes,No,3312.08,0,0.0,1,0,Standard,0.752,0.536,0,2.526,0.1667,0,Immediate,1.5,6626.61,0.0007,0,1.504,0
CLM-2024-25153,50,Female,46139.43,Collision,2.5,1449.75,7886.96,2,SUV,Animal Collision,Moderate,0,No,No,7881.86,0,0.0,2,0,Standard,0.543,0.271,0,5.4402,0.8,0,Immediate,3.0,15768.82,0.0006,0,1.086,0
CLM-2024-26450,41,Male,46866.93,Collision,7.9,1087.59,58058.55,3,Sports,Vandalism,Major,5,Yes,No,58000.0,0,0.0,1,0,Standard,0.232,0.412,0,53.3828,0.1266,1,Standard,1.5,116058.55,0.001,0,0.812,0
CLM-2024-24899,27,Male,32394.4,Collision,2.2,1735.45,3101.96,4,Sedan,Vandalism,Minor,8,No,Yes,2887.14,0,0.0,2,0,Standard,0.35,0.79,0,1.7874,0.9091,0,Standard,3.0,5989.1,0.0741,0,0.35,0
CLM-2024-24421,56,Male,66929.11,Collision,5.3,768.14,29355.4,9,Sedan,Multi-Vehicle,Moderate,3,Yes,No,29435.46,0,0.0,1,0,Standard,0.688,0.618,0,38.2162,0.1887,1,Standard,1.5,58790.86,0.0027,0,1.376,0
CLM-2024-22397,20,Male,41076.41,Comprehensive,0.8,1723.28,26416.91,3,Sedan,Multi-Vehicle,Major,4,No,Yes,26476.13,0,0.0,1,0,Standard,0.22,0.501,0,15.3294,1.25,0,Standard,1.5,52893.04,0.0022,0,0.77,0
CLM-2024-12359,58,Male,129952.54,Collision,0.2,691.85,112761.75,5,Luxury,Multi-Vehicle,Major,8,No,No,58000.0,0,0.0,3,1,Suspicious,0.327,0.503,1,162.9858,15.0,1,Standard,8.5,170761.75,0.944,1,1.1445,0
CLM-2024-13529,20,Female,31675.74,Comprehensive,0.6,1789.79,13830.75,4,SUV,Multi-Vehicle,Moderate,3,No,Yes,13838.8,0,0.0,1,0,Standard,0.458,0.444,0,7.7276,1.6667,1,Standard,1.5,27669.55,0.0006,0,0.916,0
CLM-2024-13549,31,Male,30567.84,Comprehensive,0.8,2017.0,40488.54,5,Sedan,Single-Vehicle,Major,2,Yes,Yes,10473.25,4,30254.02,2,0,Standard,0.539,0.585,0,20.0736,2.5,1,Immediate,3.0,81215.81,2.8632,0,1.8865,0
CLM-2024-19464,66,Female,66368.92,Collision,0.3,1445.15,11332.44,8,Truck,Single-Vehicle,Moderate,1,No,No,11281.09,0,0.0,1,0,Standard,0.427,0.381,0,7.8417,3.3333,1,Immediate,1.5,22613.53,0.0045,0,0.854,0
CLM-2024-11588,55,Female,59176.33,Collision,0.4,1119.61,20299.89,3,SUV,Single-Vehicle,Moderate,2,Yes,No,20285.35,0,0.0,0,0,Clean,0.551,0.269,0,18.1312,0.0,1,Immediate,0.0,40585.24,0.0007,0,1.102,0
CLM-2024-18304,46,Male,65570.77,Comprehensive,0.2,2047.11,6178.45,3,Truck,Single-Vehicle,Minor,3,Yes,No,6118.1,0,0.0,1,0,Standard,0.386,0.144,0,3.0181,5.0,1,Standard,1.5,12296.55,0.0098,0,0.386,0
CLM-2024-16579,19,Male,43411.42,Comprehensive,6.4,1347.46,15597.75,5,Sedan,Animal Collision,Moderate,11,Yes,Yes,9088.77,1,6575.49,0,0,Clean,0.211,0.407,0,11.5757,0.0,1,Delayed,0.0,31262.01,0.7154,0,0.422,0
CLM-2024-11117,57,Male,75273.79,Collision,8.5,950.1,3326.73,12,Sedan,Multi-Vehicle,Minor,15,No,No,3101.58,0,0.0,1,0,Standard,0.568,0.593,0,3.5015,0.1176,0,Delayed,1.5,6428.31,0.0724,0,0.568,0
CLM-2024-20133,53,Female,31922.25,Collision,1.7,1071.57,66602.39,2,SUV,Multi-Vehicle,Major,13,Yes,Yes,38027.21,0,0.0,0,0,Clean,0.46,0.664,1,62.154,0.0,1,Delayed,0.0,104629.6,0.7512,0,1.61,0
CLM-2024-28791,42,Male,66959.24,Comprehensive,4.6,1938.36,2968.93,8,Sedan,Animal Collision,Minor,1,No,Yes,2844.2,0,0.0,0,0,Clean,0.401,0.588,0,1.5317,0.0,0,Immediate,0.0,5813.13,0.0437,0,0.401,0
CLM-2024-10185,48,Female,22000.0,Comprehensive,4.6,2394.58,9308.6,7,Sedan,Multi-Vehicle,Minor,8,No,Yes,9124.19,0,0.0,1,0,Standard,0.772,0.386,0,3.8874,0.2174,1,Standard,1.5,18432.79,0.0202,0,0.772,0
CLM-2024-15395,46,Male,55727.04,Comprehensive,10.8,1399.7,7762.61,5,Sedan,Single-Vehicle,Moderate,4,Yes,Yes,,0,0.0,1,0,Standard,0.372,0.435,0,5.5459,0.0926,0,Standard,1.5,15525.22,0.0,0,0.744,0
CLM-2024-12440,40,Female,51582.16,Collision,5.4,1438.71,5307.24,5,Truck,Multi-Vehicle,Minor,6,No,No,5402.57,0,0.0,0,0,Clean,0.69,0.529,0,3.6889,0.0,1,Standard,0.0,10709.81,0.0176,0,0.69,0
CLM-2024-22662,44,Female,26429.27,Comprehensive,1.6,1779.14,41169.67,3,Sedan,Multi-Vehicle,Major,8,No,No,9097.39,2,13402.13,0,0,Clean,0.389,0.556,1,23.1402,0.0,1,Standard,0.0,63669.19,3.5216,1,1.3615,0
CLM-2024-11148,36,Female,84347.64,Third-Party,16.9,380.0,64494.52,2,Sports,Theft,Moderate,10,No,Yes,30350.58,1,2076.4,1,0,Standard,0.663,0.235,1,169.7224,0.0592,1,Standard,1.5,96921.5,1.1246,0,1.326,0
CLM-2024-19009,18,Female,53592.7,Comprehensive,15.4,1412.94,7383.59,12,Luxury,Multi-Vehicle,Minor,5,Yes,No,7465.04,0,0.0,1,0,Standard,0.405,0.381,0,5.2257,0.0649,1,Standard,1.5,14848.63,0.0109,0,0.405,1
CLM-2024-19696,47,Male,39940.25,Comprehensive,1.3,1768.13,72034.5,7,SUV,Single-Vehicle,Total Loss,5,Yes,No,58000.0,4,13813.02,1,0,Standard,0.673,0.112,0,40.7405,0.7692,1,Standard,1.5,143847.52,0.2419,0,3.365,0
CLM-2024-23551,35,Female,27742.14,Comprehensive,12.8,1635.59,11973.92,6,Luxury,Single-Vehicle,Moderate,4,No,Yes,11751.49,0,0.0,0,0,Clean,0.397,0.187,0,7.3209,0.0,1,Standard,0.0,23725.41,0.0189,0,0.794,0
CLM-2024-29917,49,Female,78188.05,Comprehensive,1.6,1950.64,5660.96,2,SUV,Single-Vehicle,Minor,0,Yes,Yes,5565.57,0,0.0,0,0,Clean,0.233,0.343,0,2.9021,0.0,1,Immediate,0.0,11226.53,0.0171,0,0.233,0
